id_estudiante,promedio_general,promedio_actual,asistencia_promedio,materias_reprobadas,materias_recursadas,materias_inscritas,materias_aprobadas,cuatrimestre_actual,cuatrimestres_retraso,parciales_reprobados,calificacion_minima_parcial,calificacion_maxima_parcial,beneficiario_beca,turno,preferencia_carrera,foraneo,trabaja,edad_ingreso,desercion
ISW-2018-02316,8.72,8.2,0.8706,3,1,7,4,2,0,6,6.5,9.0,0,0,2,0,0,20,0
ISW-2020-02317,8.73,8.7,0.9674,0,0,5,0,1,0,0,6.6,9.3,1,2,1,1,0,18,0
ISW-2019-02318,9.47,9.02,0.8659,0,0,5,28,5,0,25,7.4,10.0,1,1,0,1,1,24,0
ISW-2025-02319,8.91,9.04,0.8639,1,1,5,13,3,1,7,7.7,10.0,0,1,0,0,1,22,0
ISW-2020-02320,8.09,8.2,0.7803,1,1,7,48,8,1,71,4.9,9.4,0,2,2,0,0,20,1
ISW-2020-02321,6.93,7.49,0.9273,0,0,6,0,1,0,0,5.0,8.6,0,1,0,1,1,20,0
ISW-2022-02322,7.91,7.37,0.8065,0,0,6,0,1,0,0,6.0,9.0,0,0,1,0,1,22,0
ISW-2023-02323,7.23,7.28,0.6852,1,0,5,13,3,0,34,5.5,8.1,0,0,2,1,1,17,1
ISW-2019-02324,7.97,7.52,0.7822,0,0,6,0,1,0,0,4.1,9.0,1,0,0,0,1,22,0
ISW-2019-02325,8.67,8.6,0.8443,1,1,7,6,2,1,3,5.3,9.4,1,0,0,0,1,24,0
ISW-2021-02326,9.13,8.96,0.8783,0,0,1,63,10,1,25,5.8,10.0,0,0,0,1,0,20,0
ISW-2022-02327,8.95,8.59,0.787,0,0,7,0,1,0,0,7.3,9.0,1,1,2,1,0,23,0
ISW-2021-02328,7.13,7.63,0.9291,0,0,5,0,1,0,0,4.7,8.6,0,0,0,1,1,27,0
ISW-2025-02329,9.16,9.33,0.8369,0,0,6,21,4,1,4,8.0,10.0,0,0,0,1,1,22,0
ISW-2020-02330,8.85,8.47,0.8236,2,1,5,12,3,1,8,6.8,10.0,0,1,0,0,1,26,0
ISW-2023-02331,7.66,7.86,0.9261,0,0,5,21,4,1,25,5.1,9.2,0,0,0,1,0,21,0
ISW-2022-02332,9.42,9.66,0.8832,0,0,6,7,2,1,1,7.6,10.0,1,1,0,0,1,20,0
ISW-2018-02333,9.13,9.29,0.8532,0,0,6,35,6,1,10,8.0,10.0,0,1,0,0,0,21,0
ISW-2023-02334,8.47,8.21,0.8221,0,0,6,0,1,0,0,6.2,9.1,0,0,2,0,1,21,0
ISW-2021-02335,9.27,9.56,0.887,0,0,7,14,3,0,8,8.5,10.0,0,0,0,0,1,22,0
ISW-2025-02336,6.91,6.89,0.8737,2,1,5,26,5,0,41,4.6,8.6,1,1,2,0,0,21,0
ISW-2024-02337,8.45,8.47,0.8628,0,0,6,42,7,1,34,6.3,9.3,0,0,2,0,1,25,0
ISW-2024-02338,7.03,7.29,0.6491,0,0,7,7,2,1,13,4.7,8.0,0,1,1,0,1,25,0
ISW-2018-02339,7.35,7.2,0.8668,1,1,6,20,4,0,22,6.3,7.6,0,1,1,0,0,22,0
ISW-2025-02340,7.4,7.75,0.8448,0,0,5,0,1,0,0,5.0,8.1,1,1,0,0,0,21,0
ISW-2019-02341,8.35,8.28,0.6822,0,0,7,0,1,0,0,5.6,9.7,0,0,1,0,1,19,0
ISW-2024-02342,7.81,8.25,0.7138,0,0,5,0,1,0,0,7.3,9.6,0,3,0,1,1,27,0
ISW-2018-02343,9.08,9.56,0.8018,1,1,7,27,5,0,12,6.6,10.0,1,0,0,0,0,19,0
ISW-2025-02344,8.96,8.78,0.8264,2,1,5,5,2,1,5,6.8,9.3,0,2,1,1,1,27,0
ISW-2023-02345,6.8,6.73,0.7453,1,0,7,27,5,0,51,3.5,7.2,0,2,0,0,1,22,0
ISW-2018-02346,8.62,8.45,0.8699,0,0,6,0,1,0,0,5.6,8.9,0,0,0,1,1,19,0
ISW-2024-02347,7.79,8.35,0.8004,0,0,6,42,7,0,29,6.6,8.9,0,0,1,1,1,23,0
ISW-2025-02348,9.03,9.02,0.771,3,1,7,32,6,0,43,5.6,9.6,0,0,0,1,0,20,0
ISW-2021-02349,7.86,7.77,0.826,0,0,6,0,1,0,0,5.2,8.9,0,3,0,1,1,26,0
ISW-2025-02350,9.0,9.18,0.8231,0,0,7,0,1,0,0,7.7,10.0,0,0,0,1,1,19,0
ISW-2018-02351,7.68,7.93,0.7972,0,0,7,0,1,0,0,5.1,9.3,0,2,0,0,1,25,0
ISW-2020-02352,8.18,7.88,0.8898,1,1,6,41,7,0,33,6.6,9.3,0,1,0,0,0,23,0
ISW-2021-02353,9.08,8.97,0.9155,0,0,5,7,2,0,5,7.2,9.3,1,1,0,0,0,19,0
ISW-2021-02354,8.89,8.91,0.8036,1,1,7,13,3,1,8,5.5,10.0,0,1,0,1,0,18,0
ISW-2022-02355,7.16,7.42,0.9156,2,1,5,12,3,1,11,4.3,8.3,0,0,1,1,1,21,0
ISW-2018-02356,8.02,8.2,0.9293,1,1,6,34,6,1,34,7.4,9.2,0,0,2,0,0,21,0
ISW-2022-02357,7.54,7.67,0.6998,2,0,5,12,3,0,21,4.3,8.8,1,3,1,1,1,25,1
ISW-2019-02358,9.62,8.93,0.9551,1,1,7,13,3,1,3,6.2,9.7,0,0,0,0,1,18,0
ISW-2021-02359,9.0,9.58,0.9262,0,0,1,63,10,0,26,7.3,10.0,0,3,1,1,0,18,0
ISW-2021-02360,8.5,8.78,0.8885,0,0,7,0,1,0,0,7.8,9.1,0,3,2,0,0,29,0
ISW-2021-02361,7.3,7.88,0.8687,0,0,5,35,6,1,32,5.1,8.3,0,0,2,0,1,24,0
ISW-2024-02362,10.0,10.0,0.8863,0,0,7,0,1,0,0,8.4,10.0,1,1,0,1,0,27,0
ISW-2018-02363,6.99,7.0,0.7692,2,1,5,12,3,1,25,4.5,8.6,1,0,0,0,1,24,0
ISW-2021-02364,8.5,8.19,0.8136,1,1,7,41,7,0,39,6.6,9.7,1,1,0,1,1,19,0
ISW-2019-02365,7.76,7.83,0.8442,0,0,5,21,4,1,22,6.4,9.3,0,3,1,1,0,23,0
ISW-2020-02366,6.58,6.67,0.7665,2,1,6,26,5,0,62,4.9,8.1,0,2,0,0,1,26,1
ISW-2023-02367,9.18,8.8,0.9282,1,1,5,6,2,0,3,7.2,10.0,0,3,2,0,1,26,0
ISW-2024-02368,9.96,9.7,0.9373,1,1,6,13,3,0,4,8.2,10.0,1,0,0,0,1,19,0
ISW-2023-02369,8.89,9.09,0.8633,2,1,7,5,2,0,1,8.0,9.7,1,1,1,0,1,23,0
ISW-2024-02370,9.47,8.97,0.8897,1,1,5,13,3,1,7,7.7,9.9,1,0,0,1,1,21,0
ISW-2020-02371,10.0,9.69,0.9246,1,1,7,13,3,1,3,7.9,10.0,0,2,0,0,0,18,0
ISW-2023-02372,9.23,9.19,0.8976,0,0,7,7,2,0,5,6.0,9.8,1,0,0,0,0,23,0
ISW-2019-02373,8.11,8.52,0.9069,0,0,6,7,2,1,4,7.1,9.6,0,0,1,0,1,20,0
ISW-2020-02374,8.94,9.4,0.8999,0,0,5,7,2,1,1,8.1,10.0,1,0,0,0,1,29,0
ISW-2022-02375,7.0,7.23,0.795,3,2,6,4,2,0,12,5.0,8.0,0,0,0,0,1,22,1
ISW-2021-02376,7.79,7.76,0.8196,0,0,5,0,1,0,0,5.1,8.1,0,0,1,0,0,24,0
ISW-2023-02377,9.48,9.3,0.9322,0,0,6,42,7,1,20,6.6,10.0,0,0,2,0,0,23,0
ISW-2020-02378,8.58,8.6,0.847,2,1,7,19,4,0,11,6.8,9.1,1,2,1,1,1,19,0
ISW-2023-02379,7.17,6.81,0.6422,0,0,5,0,1,0,0,5.9,8.3,0,2,1,0,1,24,0
ISW-2018-02380,8.65,8.84,0.7604,0,0,5,28,5,1,29,7.0,9.9,0,0,0,0,1,26,1
ISW-2021-02381,7.74,8.31,0.7448,2,2,7,33,6,0,45,6.3,9.9,0,2,2,0,0,24,0
ISW-2020-02382,8.25,7.89,0.9027,1,0,5,6,2,0,6,6.6,9.6,0,0,0,0,1,19,0
ISW-2021-02383,8.46,7.66,0.8491,0,0,6,0,1,0,0,4.5,8.1,1,2,2,0,1,24,0
ISW-2022-02384,6.34,6.59,0.7214,0,0,6,0,1,0,0,5.1,7.1,0,0,2,1,1,24,0
ISW-2022-02385,8.89,8.24,0.816,0,0,6,0,1,0,0,6.3,9.1,0,1,0,1,1,22,0
ISW-2019-02386,8.81,8.81,0.788,3,1,7,25,5,1,35,6.3,10.0,1,0,0,0,0,20,0
ISW-2024-02387,8.37,8.19,0.9276,0,0,1,63,10,1,61,5.7,9.6,0,0,1,0,1,26,0
ISW-2019-02388,7.35,7.3,0.9034,0,0,6,0,1,0,0,3.9,9.0,0,1,1,0,0,20,0
ISW-2023-02389,5.8,6.01,0.7938,4,3,7,24,5,2,57,3.9,6.4,0,2,1,0,1,28,1
ISW-2023-02390,8.15,7.67,0.9232,0,0,6,0,1,0,0,6.1,8.8,0,2,2,1,0,24,0
ISW-2025-02391,8.41,8.06,0.8165,0,0,7,21,4,0,22,6.2,9.3,0,0,0,0,1,18,0
ISW-2020-02392,8.54,8.21,0.8965,0,0,5,28,5,1,27,5.9,9.0,0,1,0,1,0,24,0
ISW-2022-02393,7.26,7.58,0.9422,2,2,6,5,2,1,10,5.6,9.3,0,2,1,0,0,22,1
ISW-2025-02394,7.85,7.94,0.864,0,0,6,0,1,0,0,6.5,8.6,1,0,0,0,1,22,0
ISW-2025-02395,7.14,7.09,0.8879,1,1,5,20,4,1,34,6.3,8.7,1,0,1,1,0,21,1
ISW-2018-02396,8.96,8.92,0.9168,0,0,1,63,10,0,21,6.1,10.0,1,0,2,0,0,26,0
ISW-2018-02397,6.95,6.78,0.7538,3,3,7,4,2,0,10,5.1,7.8,0,0,0,1,1,21,1
ISW-2022-02398,8.3,8.41,0.947,0,0,5,0,1,0,0,7.0,8.9,0,0,2,1,0,22,0
ISW-2019-02399,10.0,9.69,0.7972,0,0,7,0,1,0,0,7.1,10.0,1,0,2,0,1,26,0
ISW-2021-02400,7.9,8.19,0.8981,1,1,5,20,4,1,18,5.4,9.4,1,1,0,0,1,23,0
ISW-2025-02401,8.2,8.01,0.6196,2,2,5,19,4,1,20,5.8,8.8,0,1,2,0,0,22,1
ISW-2023-02402,10.0,10.0,0.92,0,0,5,35,6,0,15,6.8,10.0,0,2,1,0,0,23,0
ISW-2021-02403,7.31,7.58,0.9087,1,0,6,27,5,1,29,4.1,9.1,0,1,0,1,1,20,0
ISW-2018-02404,8.89,9.08,0.9278,0,0,5,42,7,0,13,7.0,9.9,0,0,0,0,1,20,0
ISW-2018-02405,7.61,7.45,0.9067,2,2,6,33,6,1,38,4.4,8.3,0,3,0,0,0,23,0
ISW-2025-02406,7.57,7.57,0.9024,1,1,5,6,2,0,6,4.4,8.4,0,1,1,1,0,19,0
ISW-2021-02407,9.44,9.27,0.8968,1,1,6,20,4,0,8,8.3,9.8,1,1,0,1,0,27,0
ISW-2018-02408,8.97,8.76,0.9407,0,0,6,7,2,1,5,5.4,9.1,0,0,0,1,0,19,0
ISW-2025-02409,7.23,7.4,0.7901,3,3,7,4,2,1,10,5.1,8.2,0,1,2,0,0,20,1
ISW-2025-02410,7.04,7.14,0.7842,3,3,6,46,8,1,96,5.4,8.4,0,1,1,0,1,22,1
ISW-2022-02411,7.59,7.57,0.896,2,1,6,26,5,0,37,5.1,7.9,1,1,1,0,0,22,0
ISW-2019-02412,6.38,6.05,0.6267,7,4,7,49,9,2,104,3.9,6.7,1,2,2,1,0,21,1
ISW-2021-02413,7.73,7.63,0.8598,1,1,7,13,3,1,10,4.3,8.2,0,3,0,1,1,26,0
ISW-2020-02414,8.12,8.37,0.924,0,0,7,14,3,1,13,6.9,10.0,0,3,0,1,0,24,0
ISW-2020-02415,6.99,7.2,0.6844,2,1,5,12,3,0,21,4.8,8.1,0,1,1,0,1,18,1
ISW-2019-02416,7.01,7.03,0.7515,0,0,5,0,1,0,0,5.9,7.4,1,3,0,1,1,26,0
ISW-2022-02417,7.35,7.08,0.7892,3,2,7,4,2,1,10,5.9,8.6,0,3,0,1,0,22,0
ISW-2024-02418,7.18,7.26,0.7924,2,1,6,12,3,0,26,6.3,8.2,1,0,1,0,0,23,0
ISW-2024-02419,8.19,8.1,0.8767,0,0,6,0,1,0,0,6.0,8.7,0,1,0,0,0,27,0
ISW-2018-02420,9.52,9.95,0.95,1,1,5,48,8,1,26,7.2,10.0,0,0,0,0,0,21,0
ISW-2024-02421,8.04,7.9,0.6626,0,0,5,0,1,0,0,5.3,9.2,0,0,1,0,0,28,0
ISW-2024-02422,8.93,9.03,0.8978,0,0,5,0,1,0,0,8.0,10.0,0,0,1,0,0,25,0
ISW-2025-02423,9.73,10.0,0.9191,0,0,6,28,5,1,9,7.3,10.0,0,1,0,0,0,24,0
ISW-2025-02424,8.36,8.54,0.7407,0,0,7,0,1,0,0,6.9,10.0,0,0,0,0,1,25,0
ISW-2019-02425,9.93,9.53,0.9274,2,2,6,40,7,1,14,7.5,10.0,1,0,2,1,0,18,0
ISW-2024-02426,7.7,7.39,0.9194,3,2,6,25,5,0,33,4.5,8.3,0,0,2,1,0,23,0
ISW-2024-02427,8.96,8.81,0.9627,0,0,5,0,1,0,0,6.4,9.8,1,1,0,1,0,22,0
ISW-2021-02428,5.7,5.87,0.7762,6,4,7,22,5,1,50,3.8,7.0,0,2,0,1,0,25,1
ISW-2019-02429,8.29,8.22,0.8377,2,1,5,19,4,1,15,5.4,9.5,0,3,1,0,1,24,0
ISW-2025-02430,8.11,8.12,0.9287,2,1,7,26,5,0,22,5.9,9.0,1,0,0,1,1,22,0
ISW-2018-02431,7.17,6.62,0.8937,0,0,5,35,6,0,63,5.2,7.6,1,0,0,0,0,25,0
ISW-2020-02432,9.56,9.81,0.8773,0,0,6,28,5,1,4,7.0,10.0,0,2,0,1,1,18,0
ISW-2025-02433,9.52,9.41,0.8793,0,0,5,21,4,0,7,7.1,10.0,1,0,0,1,0,23,0
ISW-2021-02434,6.8,6.61,0.5986,4,2,6,3,2,1,14,4.1,7.7,0,3,0,1,1,24,1
ISW-2019-02435,9.07,9.36,0.9094,0,0,7,28,5,0,5,8.2,10.0,0,1,0,0,0,21,0
ISW-2023-02436,7.96,8.37,0.8567,0,0,6,56,9,0,27,6.1,9.6,0,1,2,0,1,17,0
ISW-2025-02437,8.4,8.49,0.8652,0,0,5,21,4,0,13,6.5,9.6,0,0,0,0,0,27,0
ISW-2025-02438,9.74,9.81,0.8616,1,0,6,20,4,1,7,8.0,10.0,0,0,0,0,0,18,0
ISW-2024-02439,7.99,7.57,0.9145,2,1,5,12,3,1,12,4.6,7.9,0,1,0,0,0,21,0
ISW-2020-02440,7.15,7.13,0.8558,3,2,5,25,5,1,42,4.4,7.6,1,0,2,0,0,21,1
ISW-2021-02441,8.12,8.0,0.9231,1,0,1,62,10,1,52,5.7,9.4,1,2,0,0,1,25,0
ISW-2020-02442,9.26,8.92,0.7599,0,0,5,0,1,0,0,5.7,9.9,1,1,0,1,1,19,0
ISW-2020-02443,7.77,8.05,0.8959,0,0,7,0,1,0,0,4.6,9.2,1,0,1,0,0,26,0
ISW-2025-02444,8.43,8.7,0.8025,1,1,7,13,3,0,3,6.7,9.8,0,0,1,1,1,21,0
ISW-2022-02445,7.89,8.57,0.795,2,2,5,12,3,0,21,6.3,9.0,0,1,2,0,0,20,0
ISW-2019-02446,8.21,7.82,0.9684,1,1,5,20,4,0,17,5.9,9.6,0,0,0,0,1,25,0
ISW-2020-02447,8.4,8.23,0.8962,0,0,6,0,1,0,0,6.3,9.3,0,1,0,0,0,24,0
ISW-2024-02448,8.2,8.42,0.8599,1,1,5,13,3,0,10,5.0,9.1,0,1,0,1,0,21,0
ISW-2020-02449,9.66,9.69,0.8393,0,0,7,21,4,0,9,6.7,10.0,0,2,1,0,0,19,0
ISW-2025-02450,7.03,7.46,0.8431,3,2,6,18,4,1,28,5.9,8.6,0,0,0,1,1,23,1
ISW-2023-02451,8.6,8.46,0.8801,1,1,5,20,4,0,13,7.3,9.2,0,0,0,0,1,22,0
ISW-2025-02452,7.59,8.13,0.879,1,1,7,27,5,0,27,6.2,9.8,0,2,0,0,1,21,0
ISW-2018-02453,8.16,8.26,0.8353,3,3,5,18,4,0,15,6.6,9.8,0,1,2,0,0,23,0
ISW-2019-02454,9.25,9.26,0.7671,1,1,5,34,6,1,36,8.3,10.0,0,1,0,0,0,27,0
ISW-2022-02455,9.16,8.76,0.9521,1,1,6,20,4,0,6,7.8,10.0,1,1,0,0,1,22,0
ISW-2025-02456,7.37,7.37,0.7737,1,1,5,13,3,0,28,6.1,8.0,0,2,2,1,1,19,1
ISW-2020-02457,7.8,7.69,0.9401,0,0,6,21,4,1,21,5.8,9.0,1,0,1,0,0,21,0
ISW-2021-02458,6.74,6.26,0.7791,0,0,5,0,1,0,0,3.5,8.0,1,0,1,0,1,23,0
ISW-2024-02459,8.58,8.65,0.8143,1,1,5,6,2,0,3,6.3,9.2,0,2,1,0,1,19,0
ISW-2018-02460,8.68,8.71,0.8459,0,0,5,14,3,0,11,7.2,9.7,0,0,0,1,0,19,0
ISW-2022-02461,9.37,9.0,0.8213,0,0,6,42,7,0,14,6.8,9.7,0,2,2,0,1,24,0
ISW-2020-02462,9.85,10.0,0.9682,1,1,6,27,5,0,4,7.8,10.0,0,0,0,0,0,24,0
ISW-2023-02463,7.43,7.87,0.861,0,0,7,0,1,0,0,7.0,8.8,0,0,2,0,0,28,0
ISW-2019-02464,8.62,8.88,0.9501,1,1,6,20,4,1,9,6.8,10.0,1,0,0,1,1,20,0
ISW-2019-02465,7.97,8.08,0.9213,4,3,6,3,2,1,7,6.4,8.9,1,2,1,0,1,23,0
ISW-2019-02466,6.3,6.21,0.8,3,2,5,25,5,1,56,3.8,7.7,0,2,0,1,0,21,1
ISW-2023-02467,8.93,8.88,0.8414,2,2,6,33,6,0,27,6.5,10.0,0,0,0,1,0,26,0
ISW-2019-02468,9.35,9.26,0.8754,1,1,7,20,4,0,10,6.0,10.0,0,0,0,0,0,27,0
ISW-2018-02469,6.73,7.26,0.7185,0,0,5,21,4,0,34,4.8,8.7,1,0,1,0,0,21,0
ISW-2023-02470,7.32,7.61,0.8331,2,1,5,5,2,1,5,4.8,9.3,0,0,0,0,1,18,0
ISW-2019-02471,8.63,8.75,0.7858,3,2,6,11,3,1,14,7.9,9.5,0,1,2,0,0,20,0
ISW-2023-02472,8.73,9.06,0.921,0,0,6,42,7,0,7,7.7,10.0,1,0,0,0,0,25,0
ISW-2020-02473,8.84,8.97,0.8994,0,0,6,28,5,0,10,6.1,9.4,0,0,1,0,1,22,0
ISW-2020-02474,7.21,7.36,0.8397,1,1,5,13,3,0,17,4.3,9.1,0,0,1,0,0,22,0
ISW-2020-02475,8.0,7.95,0.7882,5,1,7,2,2,2,12,7.0,9.5,0,1,0,1,0,23,1
ISW-2018-02476,9.89,10.0,0.9446,0,0,6,0,1,0,0,6.9,10.0,0,1,1,0,1,23,0
ISW-2018-02477,9.34,9.2,0.8231,0,0,6,0,1,0,0,7.4,9.7,0,1,1,0,0,26,0
ISW-2022-02478,9.1,8.7,0.8446,0,0,5,0,1,0,0,5.2,9.6,0,1,1,0,0,23,0
ISW-2022-02479,7.21,7.49,0.8033,5,3,6,2,2,2,12,5.1,8.5,0,3,1,0,0,22,1
ISW-2021-02480,9.13,9.09,0.8575,1,1,7,48,8,1,16,7.7,10.0,1,1,1,0,0,22,0
ISW-2022-02481,7.93,8.15,0.6857,1,1,6,13,3,1,21,6.4,9.6,0,2,0,1,1,18,0
ISW-2022-02482,7.22,7.71,0.9557,0,0,7,7,2,0,5,4.5,9.2,1,1,0,0,1,21,0
ISW-2023-02483,9.12,9.28,0.898,0,0,7,0,1,0,0,8.4,9.9,0,0,0,0,0,22,0
ISW-2025-02484,8.8,8.87,0.7474,0,0,5,7,2,0,6,6.9,9.7,1,2,1,1,0,21,0
ISW-2024-02485,8.47,8.82,0.7973,2,2,6,33,6,1,38,7.0,9.9,0,1,2,0,0,18,1
ISW-2025-02486,8.53,8.57,0.85,0,0,6,7,2,1,4,5.5,9.3,1,1,0,0,1,26,0
ISW-2021-02487,9.01,9.36,0.7924,2,0,5,33,6,0,47,7.6,10.0,0,0,0,0,1,21,0
ISW-2024-02488,8.87,9.13,0.9409,2,2,5,33,6,0,12,8.0,10.0,0,0,0,0,1,20,0
ISW-2022-02489,6.91,6.79,0.8366,0,0,6,0,1,0,0,6.0,7.9,0,2,1,1,0,20,0
ISW-2022-02490,7.5,7.38,0.6506,2,2,6,19,4,1,35,5.7,9.0,0,0,1,1,1,20,1
ISW-2025-02491,7.68,7.48,0.9287,0,0,7,56,9,1,61,4.1,8.6,1,0,1,1,1,24,0
ISW-2018-02492,8.09,7.55,0.9707,2,0,7,12,3,1,19,4.9,9.1,1,0,1,0,0,20,0
ISW-2021-02493,9.13,9.34,0.8394,0,0,5,0,1,0,0,6.3,10.0,1,1,1,1,0,23,0
ISW-2020-02494,8.69,9.0,0.76,3,2,6,46,8,1,54,7.5,9.9,0,2,0,0,0,27,1
ISW-2025-02495,7.76,7.41,0.8579,3,2,6,39,7,1,41,6.3,8.2,1,1,0,1,1,20,0
ISW-2020-02496,7.52,7.45,0.7682,4,4,6,10,3,2,29,5.9,8.6,1,3,0,1,0,23,1
ISW-2018-02497,8.22,8.34,0.7629,2,0,5,19,4,0,28,6.0,9.8,0,1,2,0,0,28,1
ISW-2024-02498,7.16,7.63,0.8052,0,0,7,0,1,0,0,4.6,8.3,0,0,1,1,1,23,0
ISW-2023-02499,9.15,9.47,0.9291,2,2,6,33,6,1,17,7.1,10.0,0,0,0,0,1,27,0
ISW-2023-02500,6.87,6.77,0.8409,3,1,6,11,3,0,23,3.7,8.1,0,0,0,0,0,21,1
ISW-2024-02501,9.58,9.41,0.9611,0,0,7,0,1,0,0,8.1,10.0,0,1,0,0,0,23,0
ISW-2024-02502,9.65,9.52,0.9312,0,0,7,28,5,0,4,8.2,9.9,1,0,2,0,0,24,0
ISW-2018-02503,8.61,8.08,0.9046,0,0,5,56,9,1,53,5.4,8.9,0,0,0,0,0,21,0
ISW-2024-02504,8.44,8.46,0.7062,2,1,6,33,6,0,47,7.4,9.2,0,2,1,1,1,25,1
ISW-2020-02505,6.77,6.92,0.6716,2,2,5,5,2,1,16,5.8,8.5,0,1,0,0,1,25,0
ISW-2025-02506,6.37,6.98,0.8599,0,0,6,0,1,0,0,5.9,7.9,1,0,1,1,1,18,0
ISW-2018-02507,8.93,9.25,0.844,0,0,5,49,8,0,23,8.1,10.0,1,1,1,0,1,25,0
ISW-2024-02508,8.23,8.26,0.8465,1,1,7,48,8,1,28,6.2,9.8,1,1,0,1,1,20,0
ISW-2021-02509,8.1,7.84,0.8889,3,3,5,11,3,0,16,6.3,8.3,0,2,1,1,0,28,0
ISW-2021-02510,8.98,9.15,0.9299,3,3,7,18,4,0,7,7.4,10.0,0,1,0,1,0,27,0
ISW-2024-02511,6.41,6.38,0.6271,4,3,7,10,3,2,25,3.5,7.1,0,0,2,0,1,19,0
ISW-2021-02512,9.38,9.07,0.6599,1,1,7,13,3,0,10,7.5,10.0,0,0,0,1,1,18,0
ISW-2018-02513,8.95,8.68,0.7691,0,0,7,0,1,0,0,5.3,9.4,0,0,1,0,1,19,0
ISW-2025-02514,9.81,9.37,0.9322,0,0,6,0,1,0,0,8.4,10.0,0,1,0,1,1,22,0
ISW-2021-02515,8.07,8.59,0.8967,0,0,6,7,2,1,6,6.6,9.6,1,1,1,0,0,19,0
ISW-2023-02516,7.86,7.81,0.8471,2,2,7,33,6,0,35,5.0,8.2,0,1,0,0,0,21,0
ISW-2022-02517,8.94,9.08,0.8576,0,0,6,0,1,0,0,6.3,10.0,1,1,1,0,0,23,0
ISW-2018-02518,6.55,6.89,0.8643,3,1,6,4,2,1,10,5.1,8.1,0,0,0,0,1,21,0
ISW-2024-02519,7.07,7.06,0.8504,5,3,5,9,3,1,21,5.2,7.7,0,0,0,0,1,19,1
ISW-2025-02520,6.11,5.93,0.8618,0,0,7,0,1,0,0,4.1,6.4,0,0,2,0,1,25,0
ISW-2018-02521,8.07,7.99,0.8617,0,0,5,0,1,0,0,5.1,9.1,0,0,0,0,0,21,0
ISW-2021-02522,9.01,9.44,0.8978,2,2,7,19,4,1,14,7.8,10.0,0,1,0,1,0,24,0
ISW-2018-02523,7.7,7.26,0.943,0,0,5,7,2,0,8,6.1,8.3,0,3,1,0,0,22,0
ISW-2023-02524,8.66,8.48,0.844,1,1,5,20,4,0,17,7.6,9.5,0,0,0,0,0,23,0
ISW-2023-02525,8.37,8.77,0.7114,2,2,7,47,8,1,55,5.9,9.6,0,1,2,1,1,18,1
ISW-2025-02526,7.49,7.75,0.6977,0,0,7,0,1,0,0,6.0,8.5,0,0,0,0,1,27,0
ISW-2022-02527,8.37,8.22,0.8548,0,0,7,49,8,0,33,7.4,9.9,1,1,2,1,0,20,0
ISW-2019-02528,10.0,10.0,0.9293,0,0,7,42,7,1,10,7.5,10.0,1,0,2,0,1,22,0
ISW-2020-02529,9.34,9.13,0.9247,1,0,7,34,6,1,17,6.3,10.0,0,1,0,0,0,22,1
ISW-2021-02530,6.81,6.85,0.8403,3,2,6,18,4,0,37,3.6,7.8,0,0,0,0,1,18,1
ISW-2018-02531,8.37,8.51,0.8308,0,0,5,21,4,0,12,5.8,10.0,0,0,1,1,1,24,0
ISW-2024-02532,8.27,8.06,0.9619,0,0,7,21,4,0,15,5.0,8.6,0,1,1,1,0,23,0
ISW-2019-02533,7.94,7.81,0.8126,4,2,6,24,5,1,24,5.5,8.8,0,0,0,1,1,24,1
ISW-2023-02534,8.02,8.34,0.8862,0,0,6,0,1,0,0,6.2,8.9,0,1,0,0,0,27,0
ISW-2021-02535,6.4,6.55,0.8507,2,1,5,54,9,1,98,3.9,7.1,0,0,0,1,1,18,1
ISW-2024-02536,8.61,8.85,0.8399,0,0,7,21,4,1,11,7.5,9.7,1,3,1,0,0,21,0
ISW-2021-02537,7.24,7.51,0.8814,0,0,7,35,6,1,26,4.9,8.0,0,0,1,1,0,24,0
ISW-2024-02538,7.96,8.05,0.9208,4,2,6,3,2,2,6,5.8,9.3,1,1,0,0,1,19,0
ISW-2020-02539,7.49,7.72,0.9266,0,0,6,0,1,0,0,5.0,8.7,0,2,0,1,0,17,0
ISW-2025-02540,7.82,8.09,0.9211,1,1,6,13,3,0,16,7.0,9.4,0,1,1,1,0,27,0
ISW-2020-02541,9.5,9.52,0.8566,1,1,5,13,3,0,6,6.8,10.0,1,0,2,0,1,29,0
ISW-2022-02542,8.89,9.22,0.8786,1,0,5,13,3,1,8,5.7,9.7,0,1,0,1,0,19,0
ISW-2024-02543,8.86,8.76,0.9167,0,0,7,7,2,0,3,6.5,10.0,0,0,0,0,1,23,0
ISW-2023-02544,7.6,7.84,0.7945,2,2,5,5,2,0,9,6.9,8.5,1,1,0,0,1,25,0
ISW-2021-02545,9.46,9.14,0.8569,3,1,5,11,3,0,8,7.8,9.6,0,0,1,0,0,18,0
ISW-2018-02546,9.98,9.54,0.7687,0,0,7,7,2,1,5,6.3,10.0,0,2,0,1,1,23,0
ISW-2023-02547,10.0,10.0,0.8523,0,0,5,56,9,0,5,7.4,10.0,0,2,0,0,0,24,0
ISW-2019-02548,9.6,8.92,0.7693,0,0,6,0,1,0,0,5.6,9.9,0,0,1,0,0,20,0
ISW-2025-02549,8.62,8.55,0.8083,1,0,6,6,2,0,4,6.2,8.9,0,0,0,1,0,22,0
